sum,query_tail,64,8.475,4.173
sum,query_tail,80,9.609,4.274
sum,query_tail,96,10.040,4.246
sum,query_tail,128,11.523,4.566
sum,query_tail,192,13.718,4.566
sum,query_tail,256,16.021,4.736
sum,query_tail,384,21.079,4.878
sum,query_tail,512,25.202,5.161
sum,query_tail,768,34.673,5.125
sum,query_tail,1024,45.079,5.443
sum,query_tail,1536,64.972,5.439
sum,query_tail,2048,84.215,5.745
sum,query_tail,3072,123.757,5.779
sum,query_tail,4096,162.781,6.016
sum,query_tail,6144,241.594,5.978
sum,query_tail,8192,522.217,6.326
sum,query_tail,12288,781.581,6.410
sum,query_tail,16384,1041.039,6.708
sum,query_tail,24576,1548.946,6.569
sum,query_tail,32768,2068.299,6.905
sum,query_tail,49152,3125.644,6.808
sum,query_tail,65536,4155.777,7.115
sum,query_tail,98304,6316.364,7.187
sum,query_tail,131072,8254.913,7.404
sum,query_tail,196608,12485.367,7.385
sum,query_tail,262144,16804.944,7.834
sum,query_tail,393216,42198.782,7.785
sum,query_tail,524288,63216.764,8.175
sum,query_tail,786432,94466.547,8.125
sum,query_tail,1048576,120709.298,8.379
sum32,query,4,4.980,1.725
sum32,query,8,6.883,3.379
sum32,query,12,7.911,3.077
sum32,query,16,8.557,3.925
sum32,query,20,9.051,3.531
sum32,query,24,9.362,3.841
sum32,query,28,9.673,3.825
sum32,query,32,9.753,4.161
sum32,query,36,10.228,4.194
sum32,query,40,10.655,4.119
sum32,query,44,11.229,3.943
sum32,query,48,11.682,4.194
sum32,query,52,12.021,4.037
sum32,query,56,12.398,4.152
sum32,query,60,12.509,4.277
sum32,query,64,12.569,4.482
sum32,query,80,13.214,4.438
sum32,query,96,13.649,4.506
sum32,query,128,14.181,4.875
sum32,query,192,14.735,4.922
sum32,query,256,15.050,5.080
sum32,query,384,16.271,5.062
sum32,query,512,17.451,5.177
sum32,query,768,19.362,5.191
sum32,query,1024,21.082,5.346
sum32,query,1536,25.131,5.362
sum32,query,2048,29.936,5.527
sum32,query,3072,39.742,5.539
sum32,query,4096,49.674,5.715
sum32,query,6144,69.772,5.808
sum32,query,8192,90.018,5.921
sum32,query,12288,131.492,5.915
sum32,query,16384,213.348,6.095
sum32,query,24576,371.640,6.211
sum32,query,32768,516.345,6.427
sum32,query,49152,810.127,6.602
sum32,query,65536,1072.522,6.815
sum32,query,98304,1636.534,6.753
sum32,query,131072,2194.737,6.969
sum32,query,196608,3232.554,7.043
sum32,query,262144,4259.458,7.278
sum32,query,393216,6562.629,7.307
sum32,query,524288,8327.122,7.462
sum32,query,786432,16389.602,10.002
sum32,query,1048576,30001.546,13.653
sum32,mixed,4,3.004,2.945
sum32,mixed,8,4.027,4.335
sum32,mixed,12,4.507,4.195
sum32,mixed,16,4.949,4.822
sum32,mixed,20,5.213,4.654
sum32,mixed,24,5.349,4.698
sum32,mixed,28,5.581,4.779
sum32,mixed,32,5.740,5.302
sum32,mixed,36,5.778,5.298
sum32,mixed,40,5.997,5.285
sum32,mixed,44,6.179,5.118
sum32,mixed,48,6.379,5.226
sum32,mixed,52,6.613,5.149
sum32,mixed,56,6.750,5.186
sum32,mixed,60,6.798,5.249
sum32,mixed,64,6.788,5.625
sum32,mixed,80,7.060,5.639
sum32,mixed,96,7.271,5.623
sum32,mixed,128,7.665,5.892
sum32,mixed,192,7.935,5.902
sum32,mixed,256,8.209,6.194
sum32,mixed,384,8.745,6.151
sum32,mixed,512,9.204,6.483
sum32,mixed,768,10.152,6.542
sum32,mixed,1024,11.279,6.754
sum32,mixed,1536,13.512,6.778
sum32,mixed,2048,15.796,6.990
sum32,mixed,3072,20.640,6.948
sum32,mixed,4096,25.906,7.249
sum32,mixed,6144,35.725,7.180
sum32,mixed,8192,46.093,7.496
sum32,mixed,12288,66.938,7.478
sum32,mixed,16384,109.441,7.735
sum32,mixed,24576,189.696,7.811
sum32,mixed,32768,263.646,8.181
sum32,mixed,49152,398.106,8.175
sum32,mixed,65536,555.928,8.597
sum32,mixed,98304,826.392,8.582
sum32,mixed,131072,1135.952,8.874
sum32,mixed,196608,1625.604,8.810
sum32,mixed,262144,2337.705,9.108
sum32,mixed,393216,3394.581,9.143
sum32,mixed,524288,4417.463,9.712
sum32,mixed,786432,8749.378,13.892
sum32,mixed,1048576,12589.788,18.623
sum32,range,2,1.408,16.697
sum32,range,4,1.894,17.628
sum32,range,6,2.409,16.800
sum32,range,8,2.202,16.400
sum32,range,10,2.634,16.892
sum32,range,12,2.680,16.742
sum32,range,14,3.257,16.885
sum32,range,16,3.329,16.460
sum32,range,20,3.597,16.973
sum32,range,24,3.862,16.969
sum32,range,28,4.229,18.053
sum32,range,32,3.326,17.365
sum32,range,36,4.370,17.187
sum32,range,40,4.646,17.284
sum32,range,44,5.075,17.166
sum32,range,48,5.517,16.870
sum32,range,52,6.042,19.061
sum32,range,56,6.011,19.389
sum32,range,60,6.499,19.625
sum32,range,64,5.342,18.850
sum32,range,80,7.297,20.013
sum32,range,96,7.217,21.919
sum32,range,128,9.190,22.355
sum32,range,192,12.933,24.625
sum32,range,256,15.637,21.681
sum32,range,384,23.648,23.450
sum32,range,512,30.310,23.198
sum32,range,768,44.112,22.955
sum32,range,1024,53.559,26.720
sum32,range,2048,106.731,28.410
sum32,range,4096,202.034,27.499
sum32,range,8192,406.870,29.757
